net,length_um
clknet_5_5__leaf_clk,337.49
u_core0.ROW\[20\].COL\[0\].u_pe.b_out\[2\],337.38
_00909_,337.36
u_core0.ROW\[20\].COL\[0\].u_pe.b_out\[4\],337.23
_00454_,337.14
_04966_,336.91
_08750_,336.88
_08905_,336.56
_21907_,336.32
_16072_,336.31
_26463_,335.99
net562,335.83
net427,335.315
_00736_,335.22
_12666_,335.18
_09120_,334.46
net542,333.96
u_core0.ROW\[18\].COL\[1\].u_pe.b_out\[5\],333.95
u_core0.ROW\[5\].COL\[0\].u_pe.b_out\[4\],333.84
_00389_,333.73
_00834_,333.66
_22732_,333.17
_17284_,333.13
_22389_,333.06
u_core0.ROW\[5\].COL\[0\].u_pe.b_out\[7\],332.94
u_core0.ROW\[24\].COL\[1\].u_pe.b_out\[7\],332.42
u_core0.ROW\[10\].COL\[0\].u_pe.b_out\[1\],332.23
_00837_,331.465
_21939_,331.32
u_core0.ROW\[29\].COL\[1\].u_pe.b_out\[0\],331.3
_16729_,331.18
u_core0.ROW\[24\].COL\[0\].u_pe.b_out\[6\],330.27
_00860_,330.22
_22477_,330.13
_00090_,329.96
u_core0.ROW\[16\].COL\[0\].u_pe.b_out\[4\],329.79
_09197_,329.58
_08704_,329.57
u_core0.ROW\[27\].COL\[0\].u_pe.b_out\[6\],328.84
mem1_rdata\[7\],328.65
_21937_,328.025
u_core0.ROW\[5\].COL\[1\].u_pe.sum_out\[0\],327.835
_00146_,327.8
u_core0.ROW\[30\].COL\[1\].u_pe.sum_out\[1\],327.78
_00204_,327.62
u_core0.ROW\[14\].COL\[0\].u_pe.b_out\[7\],327.52
_02005_,327.485
u_core0.ROW\[22\].COL\[1\].u_pe.b_out\[4\],327.36
_00745_,327.24
u_core0.ROW\[8\].COL\[0\].u_pe.b_out\[4\],327.12
u_core0.ROW\[27\].COL\[0\].u_pe.b_out\[5\],327.08
_18317_,327.025
u_core0.ROW\[1\].COL\[0\].u_pe.sum_out\[13\],326.02
_25163_,325.88
_00603_,325.46
_09200_,325.42
_00506_,325.4
net48,325.21
_22703_,325.02
_22490_,324.95
_21914_,324.63
u_core0.ROW\[15\].COL\[1\].u_pe.sum_out\[7\],324.36
_10644_,323.86
_19858_,323.83
_00911_,323.44
net653,323.16
_17966_,322.65
_00803_,322.32
_00841_,321.59
_16257_,321.58
_15574_,321.34
_01998_,321.24
clknet_2_2_0_clk,320.84
_00072_,320.34
_22049_,320.29
_00499_,320.1
_16931_,319.82
_20406_,319.3
_08175_,319.075
u_core0.ROW\[19\].COL\[1\].u_pe.sum_out\[2\],318.96
_00846_,318.94
_10805_,318.77
_20494_,318.45
_10643_,318
u_core0.ROW\[8\].COL\[0\].u_pe.b_out\[2\],317.98
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[9\],317.64
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[0\],316.28
net569,316.025
_09106_,316
_00451_,315.98
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[13\],315.885
_26538_,315.66
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[12\],315.54
net602,315.26
u_core0.A_inputs\[110\],315.2
net333,314.59
u_core0.ROW\[15\].COL\[0\].u_pe.sum_out\[7\],314.54
_00842_,314.18
_00390_,314.17
_09818_,313.39
_00780_,313.21
_20372_,313.21
_21829_,312.755
_02002_,312.66
net554,312.65
_07693_,312.62
_22534_,312.46
u_core0.ROW\[14\].COL\[0\].u_pe.b_out\[2\],312.09
_01896_,311.68
_00092_,311.42
u_core0.ROW\[14\].COL\[1\].u_pe.sum_out\[5\],311.42
u_core0.ROW\[5\].COL\[1\].u_pe.sum_out\[1\],311.26
_25750_,311.25
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[1\],310.93
_08170_,310.91
_08729_,310.63
u_core0.ROW\[14\].COL\[0\].u_pe.b_out\[5\],310.52
_22514_,310.36
_21440_,310.32
_22473_,310.19
_20692_,309.88
u_core0.ROW\[3\].COL\[0\].u_pe.sum_out\[4\],309.66
u_core0.ROW\[2\].COL\[0\].u_pe.b_out\[2\],309.6
_08164_,309.44
u_core0.ROW\[10\].COL\[1\].u_pe.sum_in\[9\],309.3
u_core0.ROW\[27\].COL\[0\].u_pe.b_out\[7\],309.27
_05356_,309.26
_00206_,309.11
u_core0.ROW\[24\].COL\[0\].u_pe.b_out\[1\],309.1
_25518_,308.985
u_core0.ROW\[6\].COL\[0\].u_pe.b_out\[7\],308.66
_00917_,308.52
net552,307.97
u_core0.ROW\[5\].COL\[0\].u_pe.b_out\[0\],307.88
u_core0.ROW\[26\].COL\[1\].u_pe.b_out\[5\],307.77
_00091_,307.54
clknet_5_11__leaf_clk,307.47
u_core0.ROW\[20\].COL\[0\].u_pe.b_out\[1\],307.24
_16980_,306.835
_13931_,306.68
net49,306.37
u_core0.ROW\[10\].COL\[0\].u_pe.b_in\[0\],306.36
net424,306.335
_20548_,306.29
net457,306.05
_22007_,305.99
_26267_,305.86
_22474_,305.7
_18065_,305.325
_26499_,305.28
_26317_,305.15
_21496_,305.14
_08781_,304.98
clknet_3_3_0_clk,304.93
_25776_,304.59
_20659_,304.545
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[9\],303.94
u_core0.ROW\[5\].COL\[0\].u_pe.b_out\[1\],303.22
net426,303.2
_16964_,303.1
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[12\],303.08
u_core0.ROW\[10\].COL\[1\].u_pe.b_in\[1\],302.98
_22495_,302.87
u_core0.A_inputs\[104\],302.62
_22488_,302.38
_00419_,302.31
u_core0.ROW\[18\].COL\[1\].u_pe.sum_out\[8\],302.26
_00070_,302.18
_10250_,302.12
u_core0.ROW\[14\].COL\[1\].u_pe.sum_out\[7\],302.04
_00119_,301.84
_17687_,301.78
_26409_,301.17
_14254_,301.14
_00089_,300.58
_09743_,300.44
_01966_,300.35
mem0_rdata\[4\],300.25
_00144_,300.23
_00930_,300.18
_15570_,300.18
_00466_,300.08
_25459_,300.04
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[14\],299.93
_25684_,299.9
_00452_,299.86
_17013_,299.7
_21908_,299.525
_26249_,299.14
clknet_5_18__leaf_clk,299.11
net473,299
_00693_,298.92
_25690_,298.36
_22487_,298.24
_15907_,297.9
net597,297.82
u_core0.ROW\[12\].COL\[0\].u_pe.b_out\[6\],297.44
net325,297.33
_12701_,297.12
u_core0.ROW\[5\].COL\[0\].u_pe.b_out\[2\],297.03
_18429_,296.77
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[17\],296.64
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[16\],296.045
_26203_,295.98
_21541_,295.74
_09421_,295.6
_15239_,295.42
_20438_,295.215
_26568_,294.89
u_core0.ROW\[6\].COL\[0\].u_pe.b_out\[0\],294.575
u_core0.ROW\[15\].COL\[1\].u_pe.sum_out\[6\],294.54
_15920_,294.52
u_core0.ROW\[10\].COL\[0\].u_pe.sum_in\[8\],294.35
net79,294.32
_21938_,294.31
_25669_,294.31
_25118_,294.26
_00105_,294.24
_06951_,293.525
_14904_,293.44
_00319_,293.42
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[3\],293.4
_00494_,293.32
_00202_,293.28
_07671_,293.24
_25633_,293.2
_01853_,292.84
_10653_,292.59
_00775_,292.38
_00838_,292.38
u_core0.B_inputs\[102\],292.14
_20506_,292.12
_20847_,292.09
_07641_,291.92
_00207_,291.74
u_core0.ROW\[28\].COL\[0\].u_pe.b_out\[1\],291.7
net90,291.68
u_core0.ROW\[1\].COL\[1\].u_pe.b_out\[6\],291.43
_26289_,290.99
u_core0.ROW\[27\].COL\[0\].u_pe.b_out\[2\],290.96
u_core0.ROW\[3\].COL\[0\].u_pe.sum_out\[3\],290.64
net50,290.64
_09051_,290.59
net467,290.46
_00845_,290.28
_22472_,290.255
_00408_,290.245
_26355_,290.06
_10750_,289.82
_00488_,289.72
net253,289.41
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[11\],289.135
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[7\],288.98
_01009_,288.8
_00902_,288.785
_08859_,288.66
u_core0.ROW\[5\].COL\[1\].u_pe.sum_out\[11\],288.66
_09337_,287.5
u_core0.ROW\[24\].COL\[0\].u_pe.b_out\[7\],287.48
_26185_,287.32
u_core0.ROW\[28\].COL\[0\].u_pe.b_out\[3\],287.14
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[9\],286.92
_00308_,286.8
net965,286.76
_15684_,286.48
u_core0.A_inputs\[115\],286.06
_18463_,285.96
_00700_,285.28
_00570_,285.18
_10430_,284.65
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[15\],284.64
net571,284.63
_25071_,284.48
_09097_,284.085
_09114_,284.08
_09111_,283.86
_17695_,283.78
_00031_,283.52
net1042,283.35
net547,282.94
_26386_,282.74
net582,282.71
u_core0.ROW\[28\].COL\[0\].u_pe.b_out\[4\],282.5
_09075_,282.22
_21465_,281.89
u_core0.ROW\[28\].COL\[0\].u_pe.b_out\[2\],281.8
_14555_,281.73
_23004_,281.7
_19349_,281.63
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[9\],281.63
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[10\],281.5
_16929_,281.44
_21761_,281.29
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[9\],281.18
_00103_,281.13
net428,280.64
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[13\],280.6
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[18\],280.46
_16282_,280.35
_00462_,280.34
u_core0.ROW\[15\].COL\[0\].u_pe.sum_out\[1\],280.32
_07679_,280.24
_17412_,279.97
_08708_,279.82
_00191_,279.8
_06781_,279.73
_25923_,279.625
_26572_,279.55
u_core0.ROW\[10\].COL\[0\].u_pe.b_in\[5\],279.22
_00332_,279.18
u_core0.ROW\[6\].COL\[1\].u_pe.sum_out\[11\],279.18
_00913_,279.05
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[10\],278.74
_00073_,278.6
net188,278.42
_20982_,278.22
_22574_,278.205
_09082_,277.9
_00696_,277.8
_00502_,277.51
_22645_,277.16
_09121_,277.02
_26239_,277
u_core0.ROW\[17\].COL\[0\].u_pe.b_out\[0\],276.87
u_core0.ROW\[6\].COL\[0\].u_pe.b_out\[6\],276.83
_00107_,276.58
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[7\],276.54
net645,276.41
_00334_,276.305
_00796_,276.11
u_core0.ROW\[14\].COL\[0\].u_pe.sum_out\[5\],275.77
u_core0.ROW\[1\].COL\[1\].u_pe.b_out\[0\],275.705
_00694_,275.52
_18432_,275.5
mem1_rdata\[2\],274.89
_26615_,274.88
_00032_,274.83
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[1\],274.62
_21685_,274.49
u_core0.ROW\[15\].COL\[0\].u_pe.sum_out\[0\],274.38
_01010_,274.36
_08784_,274.26
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[19\],273.28
_00200_,273.2
_10150_,273.03
_00201_,272.67
_07223_,272.55
_08907_,272.5
net270,272.215
u_core0.ROW\[29\].COL\[1\].u_pe.sum_out\[11\],272.08
u_core0.ROW\[18\].COL\[1\].u_pe.sum_out\[7\],271.93
u_core0.ROW\[5\].COL\[0\].u_pe.b_out\[6\],271.54
_14969_,271.4
u_core0.ROW\[6\].COL\[0\].u_pe.b_out\[5\],271.385
_09169_,271.32
_17697_,271.31
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[9\],271.26
clknet_5_21__leaf_clk,271.22
_09744_,271.2
_07802_,271.18
_01807_,270.97
_05906_,270.92
u_core0.ROW\[14\].COL\[0\].u_pe.b_out\[4\],270.825
_09078_,270.82
_16262_,270.55
_00847_,270.51
u_core0.ROW\[14\].COL\[1\].u_pe.sum_out\[4\],270.48
_00069_,270.24
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[2\],269.94
_00333_,269.86
_00464_,269.44
_22577_,269.205
_25591_,269.2
net246,269.035
_00311_,268.92
_20532_,268.84
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[7\],268.74
_15656_,268.66
_08918_,268.54
u_core0.ROW\[14\].COL\[1\].u_pe.b_out\[5\],268.33
net51,268.29
_00086_,268.28
_19113_,268
u_core0.ROW\[14\].COL\[1\].u_pe.sum_out\[6\],267.82
_00189_,267.73
_09346_,267.58
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[3\],267.48
_06819_,267.38
_08973_,267.34
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[6\],267.14
_17444_,266.59
_02103_,266.54
net581,266.39
_00100_,266.36
net535,266.36
_00540_,266.26
u_core0.ROW\[5\].COL\[0\].u_pe.b_out\[3\],266.17
clknet_5_9__leaf_clk,266.16
_17337_,266.08
_00088_,266.04
_03966_,266.02
u_core0.ROW\[19\].COL\[1\].u_pe.b_out\[2\],265.86
net532,265.7
_20500_,265.6
net630,265.38
_00099_,265.26
u_core0.ROW\[25\].COL\[1\].u_pe.b_out\[6\],265.14
_12913_,265.02
_00695_,265
_00190_,264.93
u_core0.ROW\[27\].COL\[0\].u_pe.b_out\[0\],264.92
_17433_,264.8
_10731_,264.7
_00542_,264.69
_00927_,264.65
_20504_,264.41
_11831_,264.39
_00732_,264.14
u_core0.ROW\[12\].COL\[0\].u_pe.b_out\[4\],263.89
_22941_,263.81
net429,263.71
_06867_,263.41
_00519_,263.39
_16311_,263.39
_09410_,263.21
_25549_,263.12
u_core0.ROW\[23\].COL\[0\].u_pe.b_out\[1\],262.93
_22940_,262.84
u_core0.ROW\[18\].COL\[0\].u_pe.b_out\[4\],262.825
_00541_,262.6
u_core0.ROW\[26\].COL\[0\].u_pe.b_out\[0\],262.58
_22572_,262.56
_21869_,262.22
_00908_,262.18
_22646_,261.73
_00102_,261.66
_01002_,261.62
_20299_,261.56
_00501_,261.54
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[6\],261.475
net687,261.4
net326,261.33
u_core0.ROW\[10\].COL\[1\].u_pe.b_out\[4\],261.32
_20546_,261.26
net328,261.07
u_core0.ROW\[10\].COL\[0\].u_pe.b_in\[7\],260.76
_03946_,260.52
u_core0.ROW\[16\].COL\[0\].u_pe.b_out\[7\],260.46
_00910_,260.22
_05881_,260.2
net512,260.185
_00104_,260
_00406_,259.9
_17422_,259.8
u_core0.A_inputs\[108\],259.35
u_core0.ROW\[1\].COL\[1\].u_pe.sum_out\[2\],259.08
net590,259.05
_20380_,258.97
_00085_,258.96
mem0_rdata\[12\],258.56
_18263_,258.515
_17724_,258.4
u_core0.ROW\[19\].COL\[1\].u_pe.sum_out\[10\],258.08
u_core0.ROW\[22\].COL\[0\].u_pe.b_out\[7\],258.07
_15572_,257.83
clknet_5_22__leaf_clk,257.78
u_core0.ROW\[23\].COL\[0\].u_pe.b_out\[5\],257.77
u_core0.ROW\[26\].COL\[1\].u_pe.b_out\[4\],257.64
_07870_,257.62
net433,257.54
_09042_,257.2
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[12\],257.18
_22480_,256.93
u_core0.ROW\[18\].COL\[0\].u_pe.b_out\[6\],256.855
_14593_,256.84
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[5\],255.3
net612,255.25
_12702_,255.24
_18732_,255.16
u_core0.ROW\[1\].COL\[0\].u_pe.sum_out\[10\],255.12
_11836_,255.015
u_core0.ROW\[11\].COL\[1\].u_pe.sum_out\[10\],255
net308,254.97
_25384_,254.86
net160,254.72
_10498_,254.5
u_core0.ROW\[25\].COL\[1\].u_pe.b_out\[2\],254.24
net583,253.92
clknet_5_3__leaf_clk,253.9
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[9\],253.85
_00802_,253.84
_09440_,253.76
_17487_,253.46
_03055_,253.21
u_core0.ROW\[14\].COL\[0\].u_pe.b_out\[0\],253.2
u_core0.ROW\[10\].COL\[1\].u_pe.sum_in\[8\],253.08
u_core0.ROW\[29\].COL\[0\].u_pe.sum_out\[12\],252.42
_00108_,252.29
_00632_,252.26
_22492_,252.26
u_core0.ROW\[23\].COL\[1\].u_pe.b_out\[3\],252.16
_00465_,252.1
_00143_,251.77
_08780_,251.65
_20579_,251.57
_00503_,251.44
mem0_rdata\[14\],251.355
net902,251.31
u_core0.ROW\[1\].COL\[0\].u_pe.sum_out\[12\],251.22
net52,251.2
u_core0.ROW\[23\].COL\[0\].u_pe.b_out\[2\],251.05
net622,251.04
_00205_,250.86
_15041_,250.46
net652,250.45
mem0_rdata\[7\],250.375
u_core0.ROW\[18\].COL\[0\].u_pe.b_out\[3\],249.61
net474,249.58
u_core0.ROW\[15\].COL\[0\].u_pe.b_out\[7\],249.5
u_core0.ROW\[26\].COL\[0\].u_pe.b_out\[7\],249.48
u_core0.ROW\[19\].COL\[0\].u_pe.b_out\[6\],249.34
_01761_,249.23
u_core0.ROW\[10\].COL\[1\].u_pe.b_out\[5\],249.2
_26257_,249.15
net608,249.13
_26672_,248.83
_03524_,248.75
_20501_,248.7
u_core0.ROW\[15\].COL\[1\].u_pe.b_out\[4\],248.69
_09113_,248.58
u_core0.A_inputs\[118\],248.24
_19848_,248.065
_03940_,248.04
_10175_,247.6
u_core0.ROW\[29\].COL\[0\].u_pe.sum_out\[0\],247.4
u_core0.ROW\[16\].COL\[0\].u_pe.b_out\[5\],247.18
_25416_,246.99
_20774_,246.21
_18419_,246.195
net327,245.8
_00844_,245.48
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[8\],245.29
_18494_,245.185
_17508_,245.06
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[11\],244.94
_07913_,244.92
net966,244.48
_00820_,244.465
net574,244.44
_17379_,244.26
u_core0.ROW\[10\].COL\[0\].u_pe.b_out\[7\],244.19
_09077_,244.12
_00500_,244
_00683_,243.64
_22042_,243.55
_00310_,243.24
u_core0.ROW\[8\].COL\[0\].u_pe.b_out\[5\],242.84
u_core0.ROW\[10\].COL\[1\].u_pe.b_out\[3\],242.32
net769,242.16
_00101_,242.08
_08848_,241.92
net585,241.92
u_core0.ROW\[18\].COL\[1\].u_pe.b_out\[0\],241.75
_21051_,241.71
_00219_,241.55
_16254_,241.375
_01719_,241.37
net700,241.11
u_core0.A_inputs\[121\],241.03
_17669_,240.74
net560,240.68
_00046_,240.18
_00801_,240.16
_05962_,240.14
_00912_,240.04
_08690_,239.97
_00029_,239.72
_15578_,239.68
_00208_,239.62
_03086_,239.525
_00169_,239.4
_14564_,239.14
_19724_,238.94
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[2\],238.86
net594,238.77
u_core0.ROW\[12\].COL\[0\].u_pe.b_out\[3\],238.75
_09306_,238.39
_01690_,238.31
_10960_,237.61
_18328_,237.475
u_core0.ROW\[5\].COL\[1\].u_pe.sum_out\[5\],237.38
_00131_,237.33
u_core0.ROW\[19\].COL\[0\].u_pe.b_out\[4\],237.19
net623,237.02
_12723_,237
u_core0.ROW\[10\].COL\[0\].u_pe.b_in\[2\],236.9
_12994_,236.78
_06357_,236.615
_21712_,236.47
_18764_,236.3
_00543_,236.25
net120,235.99
u_core0.ROW\[7\].COL\[0\].u_pe.sum_out\[4\],235.98
_01582_,235.93
_21833_,235.87
net595,235.77
_22516_,235.67
net437,235.42
_00331_,235.4
_03073_,235.305
_19522_,234.99
u_core0.ROW\[5\].COL\[1\].u_pe.b_out\[0\],234.7
_00312_,234.48
_18063_,234.26
_00539_,234.16
_26326_,234.02
_21969_,233.94
u_core0.ROW\[2\].COL\[0\].u_pe.b_out\[1\],233.93
_00698_,233.92
_00170_,233.885
net501,233.52
_21677_,233.47
_22783_,233.47
_21963_,233.43
_09777_,233.38
u_core0.ROW\[19\].COL\[1\].u_pe.sum_out\[0\],233.18
_12917_,233.14
_07614_,233.1
_10840_,233.07
u_core0.ROW\[22\].COL\[0\].u_pe.sum_out\[16\],233.06
u_core0.ROW\[22\].COL\[0\].u_pe.sum_out\[19\],233
net481,232.955
u_core0.ROW\[24\].COL\[1\].u_pe.b_out\[5\],232.76
_20515_,232.6
net897,232.59
_09466_,232.55
u_core0.ROW\[28\].COL\[1\].u_pe.sum_out\[10\],232.36
_24300_,232.28
_00786_,232.12
_10434_,232.05
mem1_rdata\[3\],232.03
u_core0.A_inputs\[116\],231.96
_00544_,231.93
_00309_,231.92
u_core0.ROW\[16\].COL\[0\].u_pe.b_out\[6\],231.9
_10816_,231.81
u_core0.ROW\[8\].COL\[0\].u_pe.b_out\[1\],231.64
u_core0.ROW\[19\].COL\[1\].u_pe.sum_out\[1\],231.49
_00579_,231.41
_20350_,231.35
_14936_,231.24
net404,231.24
_19846_,231.2
_07695_,231.13
_09805_,230.9
net522,230.83
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[0\],230.66
mem0_rdata\[8\],230.43
net523,230.3
_23473_,230.22
_00129_,230.175
net468,230.145
_15621_,230.12
u_core0.ROW\[22\].COL\[0\].u_pe.sum_out\[18\],229.92
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[7\],229.36
_00657_,229.22
_09775_,229.04
_20462_,229.02
_21489_,228.91
_02186_,228.865
u_core0.ROW\[22\].COL\[0\].u_pe.b_out\[4\],228.865
u_core0.ROW\[10\].COL\[1\].u_pe.b_out\[2\],228.85
_25374_,228.66
_00171_,228.43
_08709_,228.38
u_core0.ROW\[8\].COL\[0\].u_pe.b_out\[3\],228.36
u_core0.ROW\[22\].COL\[0\].u_pe.b_out\[6\],228.32
_01622_,228.3
u_core0.A_inputs\[124\],228.29
_01657_,228.11
net444,227.65
_22032_,227.49
net993,227.42
_00288_,227.28
_14609_,226.95
u_core0.ROW\[27\].COL\[1\].u_pe.sum_out\[10\],226.74
_00949_,226.72
_19181_,226.68
_14227_,226.4
_19285_,226.4
u_core0.ROW\[27\].COL\[1\].u_pe.sum_out\[5\],226.14
_10428_,226.12
net747,226.085
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[8\],226.08
_05515_,226.06
_00800_,225.9
u_core0.ROW\[10\].COL\[1\].u_pe.sum_in\[7\],225.74
u_core0.ROW\[18\].COL\[0\].u_pe.b_out\[2\],225.53
u_core0.ROW\[10\].COL\[0\].u_pe.b_in\[1\],225.46
net471,225.415
u_core0.ROW\[14\].COL\[1\].u_pe.sum_out\[3\],225.4
net432,225.25
net559,225.2
_00459_,225.145
u_core0.ROW\[0\].COL\[1\].u_pe.b_out\[0\],225.11
u_core0.ROW\[13\].COL\[0\].u_pe.b_out\[0\],225.08
_20750_,225.06
u_core0.ROW\[10\].COL\[0\].u_pe.b_in\[3\],225.06
_00019_,224.9
_00843_,224.8
u_core0.ROW\[22\].COL\[0\].u_pe.sum_out\[17\],224.71
u_core0.ROW\[15\].COL\[1\].u_pe.sum_out\[10\],224.6
_00045_,224.54
u_core0.ROW\[18\].COL\[0\].u_pe.sum_out\[15\],224.48
net781,223.86
_22579_,223.75
u_core0.ROW\[1\].COL\[0\].u_pe.sum_out\[11\],223.6
_00733_,223.525
_25498_,223.395
_00047_,223.38
_09441_,223.38
u_core0.ROW\[15\].COL\[1\].u_pe.b_out\[3\],223.37
_00463_,223.2
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[4\],223.12
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[6\],223.06
u_core0.ROW\[22\].COL\[1\].u_pe.b_out\[0\],222.83
_06786_,222.75
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[5\],222.5
_22469_,222.45
u_core0.ROW\[8\].COL\[1\].u_pe.b_out\[4\],221.94
_17763_,221.82
_01679_,221.63
_00545_,221.47
_09196_,221.38
_00188_,221.36
_20693_,221.27
_03932_,221.26
u_core0.ROW\[18\].COL\[0\].u_pe.sum_out\[13\],220.86
_25499_,220.62
u_core0.ROW\[27\].COL\[1\].u_pe.sum_out\[11\],220.54
u_core0.ROW\[18\].COL\[0\].u_pe.b_out\[1\],220.53
_01667_,220.21
_20478_,220.15
_21540_,219.94
u_core0.ROW\[19\].COL\[0\].u_pe.b_out\[5\],219.82
_00404_,219.44
_19777_,219.405
_20472_,219.395
_00182_,219.26
_00289_,219.06
_03995_,218.89
u_core0.ROW\[14\].COL\[1\].u_pe.b_out\[6\],218.69
u_core0.ROW\[23\].COL\[1\].u_pe.b_out\[7\],218.64
_25425_,218.5
mem1_rdata\[0\],218.47
u_core0.ROW\[2\].COL\[0\].u_pe.sum_out\[8\],218.46
net548,218.31
net524,218.3
_10612_,218.29
_20526_,218.24
_19541_,218.23
_15299_,218.22
net53,218.2
_11257_,218.12
_21868_,218.02
_02119_,217.89
_21515_,217.69
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[15\],217.66
u_core0.ROW\[10\].COL\[1\].u_pe.b_out\[6\],217.04
net615,216.95
net238,216.94
u_core0.ROW\[26\].COL\[0\].u_pe.b_out\[3\],216.845
_22440_,216.795
_25673_,216.72
_09094_,216.67
_25402_,216.46
_15174_,216.24
_20594_,216.14
_20766_,216.13
mem1_rdata\[1\],215.69
u_core0.ROW\[27\].COL\[1\].u_pe.sum_out\[6\],215.64
net636,215.59
clknet_5_2__leaf_clk,215.58
net971,215.42
_00044_,215
_09339_,214.94
u_core0.ROW\[19\].COL\[0\].u_pe.b_out\[1\],214.68
_07310_,214.61
_21573_,214.3
_07832_,214.295
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[3\],214.16
_00008_,214.14
_19849_,213.42
_00833_,213.3
_16663_,213.08
u_core0.ROW\[4\].COL\[0\].u_pe.b_out\[4\],212.92
_21463_,212.9
_18040_,212.81
_20777_,212.54
net458,212.28
net477,212.13
_00405_,212.1
_14580_,211.96
net935,211.94
u_core0.ROW\[19\].COL\[0\].u_pe.b_out\[3\],211.87
net544,211.85
_11473_,211.73
_00183_,211.68
u_core0.ROW\[21\].COL\[1\].u_pe.sum_out\[6\],211.66
u_core0.ROW\[27\].COL\[1\].u_pe.sum_out\[7\],211.52
_08230_,211.505
_18417_,211.38
_20785_,211.36
_01005_,211.34
_09098_,211.29
_23466_,211.25
u_core0.ROW\[14\].COL\[1\].u_pe.sum_out\[2\],211.24
u_core0.ROW\[24\].COL\[1\].u_pe.b_out\[0\],210.94
_16587_,210.935
_24890_,210.9
_21684_,210.3
_25392_,210.165
_00792_,209.88
_20499_,209.79
_20669_,209.67
_00130_,209.66
_00291_,209.62
_22463_,209.54
u_core0.ROW\[26\].COL\[0\].u_pe.b_out\[6\],209.525
_22506_,209.4
_08861_,209.3
_26280_,209.3
_21947_,209.29
u_core0.ROW\[27\].COL\[1\].u_pe.sum_out\[9\],209.22
u_core0.ROW\[19\].COL\[0\].u_pe.sum_out\[6\],209.1
u_core0.ROW\[16\].COL\[0\].u_pe.b_out\[1\],208.92
net409,208.87
_00403_,208.86
_24916_,208.73
_00173_,208.66
u_core0.ROW\[10\].COL\[0\].u_pe.b_in\[4\],208.54
_00132_,208.29
_00523_,208
_03554_,207.66
u_core0.ROW\[21\].COL\[1\].u_pe.b_out\[7\],207.565
_20553_,207.4
_14906_,206.98
_00179_,206.84
_01006_,206.6
_21949_,206.47
_00184_,206.44
net391,206.315
_00186_,206.3
_10821_,206.06
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[14\],206.06
net54,205.92
u_core0.ROW\[18\].COL\[0\].u_pe.sum_out\[12\],205.675
_13943_,205.445
_14561_,205.35
net646,205.3
net95,205.015
_18360_,205
_08247_,204.78
net392,204.51
u_core0.ROW\[13\].COL\[0\].u_pe.b_out\[2\],204.44
_02053_,204.14
_20468_,204
u_core0.ROW\[26\].COL\[0\].u_pe.b_out\[5\],203.95
_00290_,203.94
_12353_,203.87
